movieId,tag
72618,women
72621,Vietnam War
72624,dancing
72626,dancing
72628,World War II
72630,drugs
72632,medieval
72634,World War II
72637,vikings
72641,fantasy
72643,potter
72645,fantasy
72647,middle earth
72649,World War II
72651,football
72653,vinnie jones
72657,World War II
72668,aviation
72670,world war II
72672,parody
72674,aviation
72678,parody
72681,dancing
72683,fantasy
72692,potter
72694,fantasy
72696,middle earth
72698,aviation
72701,World War II
72703,parody
72712,soccer
72714,sports
72718,Scarlett Johansson
72720,splatter
72722,medieval
72724,fantasy
72726,middle earth
72731,World War II
72733,fantasy
72735,Potter
72737,sports
72741,tennis
72751,zombies
72762,World War II
72764,World War II
72777,medieval
72781,splatter
72784,WWII
72787,brutality
72815,fantasy
72822,potter
72833,fantasy
72840,narnia
72844,brutality
72846,aviation
72848,fantasy
72850,shape shifter
72852,småland
72854,Scarlett Johansson
72856,fantasy
72866,narnia
72870,discworld
72872,fantasy
72874,Terry Pratchett
72876,1980s
72878,adapted from:book
72880,horror
72883,vampires
72885,sports
72897,3D version
72899,dragons
72904,England
72906,Battles
72908,David Tennant
72910,England
72913,middle ages
72915,vampires
72919,WWII
72921,No Marriage at the End
72923,Scotland
72925,Scotland
72927,whisky
72929,fantasy world
72931,David Tennant
72934,Doctor Who
72936,dragon
72947,dragons
72949,World War II
72953,comedy
72956,Amy Heckerling
72958,Echo Park
72960,girl gangs
72980,Jodie Foster
72982,lesbian
72995,Tupac Shakur
72998,lesbian
73000,satire:Hollywood insiders
73002,disturbing
73008,robots
73010,lesbian
73015,based on a true story
73017,China
73023,nonlinear
73025,twist ending
73027,music documentary
73031,punk rock
73042,rock and roll
73049,mad scientist
73051,Gay
73056,Pee-Wee Herman
73060,comedy
73064,time travel
73086,Christian Slater
73089,based on a play
73099,cult film
73101,Divine
73106,John Waters
73109,Tony Curtis
73111,Jodie Foster
73114,Beyonce cameo
73117,foster child
73121,Kenan and Kel
73123,David Cronenberg
73125,Michael J. Fox
73133,based on a true story
73135,serial killer
73137,gender-queer
73139,Chinese culture
73143,lesbian
73145,queer
73148,Denzel Washington
73150,time travel
73152,Gay Lead Character
73154,post-apocalyptic
73158,prison
73160,witches
73162,Kurt Russell
73165,Golf
73168,assassin
73170,dance
73183,assassin
73185,frank sinatra
73188,baseball
73194,comic book
73196,Mel Gibson
73198,Dustin Hoffman
73200,gene hackman
73202,mafia
73204,comic
73208,meg ryan
73211,will smith
73224,Mel Brooks
73226,Johnny Depp
73228,natural disaster
73230,spoof
73232,chick flick
73234,magic
73236,japanesse horror
73240,Ewan McGregor
73245,katana
73256,Sylvester Stallone
73261,Julia Roberts
73266,aliens
73268,sci-fi
73270,submarine
73276,action
73284,sci-fi
73286,space
73290,aliens
73304,sci-fi
73306,space
73314,duncan jones
73317,sam rockwell
73319,sci-fi
73321,space
73323,documentary
73328,heist
73330,Golden Palm
73334,spaghetti western
73339,Coen Brothers
73344,Lars von Trier
73355,Philip Glass
73359,Rome
73365,Australian
73370,Werner Herzog
73384,dark comedy
73386,Werner Herzog
73390,stylized
73392,Australian
73399,Michael Haneke
73401,Michael Haneke
73411,Studio Ghibli
73413,Lars von Trier
73416,Michael Haneke
73431,Michael Haneke
73442,stylized
73444,Werner Herzog
73447,French New Wave
73449,Australian
73453,Rolf de Heer
73457,australian
73460,dysfunctional family
73462,Michael Haneke
73464,historical
73466,Australian
73469,Michael Haneke
73472,documentary
73475,Werner Herzog
73478,ecstatic truth
73480,Werner Herzog
73488,gratuitous violence
73492,realistic
73494,War
73499,Golden Palm
73501,Michael Haneke
73504,coen brothers
73511,jewish
73513,prison
73515,documentary
73523,Will Smith
73526,M. Night Shyamalan
73529,based on a book
73531,based on a book
73533,Anthony Hopkins
73569,based on a book
73572,Tarantino
73581,overrated
73587,Notable Nudity
73590,drugs
73608,heroin
73614,soundtrack
73617,sound track
73630,Stanley Kubrick
73639,vietnam
73641,animation & live action interact
73664,nostalgic
73668,Brazil
73676,gangs
73678,Portuguese
73681,organized crime
73708,Vin Diesel
73710,Anne Hathaway
73713,sentimental
73718,surreal
73730,stand-up comedy
73741,flashbacks
73744,great soundtrack
73754,slow
73759,Unexpected Ending
73772,environment
73774,Jim Jarmusch
73776,German
73778,Wim Wenders
73780,Jim Jarmusch
73782,Jacques Tati
73790,Jacques Tati
73804,Jim Jarmusch
73808,charlize theron
73813,classic
73818,clever
73820,great music
73822,out of sequence
73824,violent
73826,brotherhood
73829,escape
73831,faith
73834,hope
73851,prison
73854,Frightening
73858,Billy Crystal
73860,chearful a must see classic
73862,Fairy tale
73868,Alfred Hitchcock
73870,Hitchcock
73872,actually funny
73874,cars
73876,comedy
73879,G
73881,innovative
73883,instills good moral values
73885,kids fun
73900,Paul Newman
73912,Pixar
73914,race
73919,small town
73922,villain nonexistent or not needed for good story
73929,New Orleans
73954,alternate reality
73967,atmospheric
73978,Black comedy
73981,cannibalism
73983,dark humor
73987,French
73989,Argentina
73991,based on a play
74014,history
74017,Madonna
74056,music
74061,musical
74064,politics
74075,true story
74086,thought-out
74089,addiction
74095,Berlin
74097,David Bowie
74099,drug abuse
74103,drugs
74107,heroin
74109,prostitution
74111,true story
74113,aliens
74115,conspiracy
74127,consumerism
74129,humorous
74131,John Carpenter
74135,satirical
74137,sci-fi
74139,AGE DISPARITY ROMANCE
74141,cheating
74144,manipulation
74148,satirical
74150,philosophy
74152,aviation
74154,comedy
74156,humor
74159,boring
74161,nonsensical
74164,cute girls
74204,sword fight
74226,basketball
74228,controversial
74230,dreams
74255,satire
74257,Takeshi Kitano
74261,comedy
74263,heist
74266,homeless
74271,love
74275,prostitute
74282,cute girls
74284,Fatih Akin
74287,funny
74297,travel
74300,alcoholism
74302,atmospheric
74306,complex characters
74310,Fatih Akin
74317,Germany
74319,immigrants
74324,love story
74327,suicide attempt
74332,tragic
74337,dark comedy
74339,hungary
74342,mystery
74355,subterranean
74370,subway
74382,surreal
74404,symbolism
74406,David Attenborough
74416,The Decalogue series
74426,thought-provoking
74428,1930s
74431,Lars von Trier
74434,political
74436,racism
74438,Slavery
74446,stylish
74448,thought-provoking
74450,village
74452,comedy
74456,action
74458,Adventure
74471,Comedy
74473,funny
74475,ghosts/afterlife
74478,pirates
74480,romantic
74484,seafaring
74486,treasure
74488,crazy
74491,human drama
74493,humor
74504,naive
74506,ridiculous
74508,bad philoshphy
74510,nonsense
74512,too long
74530,Psychological
74532,action
74538,arnold cgi
74541,artificial intelligence
74545,cgi
74547,cheesy morals
74553,effects
74573,futuristic
74575,McG
74580,robots
74582,ROBOTS AND ANDROIDS
74588,sci-fi
74590,sequel
74595,disturbing
74613,Lars von Trier
74619,Mental Illness
74621,Chris O'Dowd
74624,funny
74630,nerds
74641,sci-fi
74647,time travel
74649,bad acting
74653,extremely stupid humor
74657,horrible plot
74668,hot actresses
74671,classic
74673,comedy
74675,quotable
74677,Soviet Union
74679,undercover cop
74681,controversial
74683,dark comedy
74685,Satire
74688,Alive toys
74696,aliens
74698,Misrepresented
74701,no action
74706,nonsensical
74727,dark
74731,dystopia
74733,satire
74738,technology
74740,tv series
74748,aliens
74750,Christopher Walken
74752,dark comedy
74754,Extreme Violence
74760,Sam Rockwell
74777,screenplay
74780,Woody Harrelson
74782,19th century
74787,BOUNTY HUNTERS
74789,drama
74791,good soundtrack
74795,Great performances
74799,Humour
74818,Over the top
74820,Slavery
74827,Soundtrack
74851,Spaghetti Western
74857,violence
74859,visually appealing
74864,western
74868,aliens
74870,fun
74886,giant monster
74916,giant robots
74937,Guillermo del Toro
74944,Kaiju
74946,mecha
74948,robots
74965,sci-fi
74967,visually appealing
75335,fate
75341,great soundtrack
75345,non-linear
75349,retarded
75351,over the top violence
75362,retarded
75367,surrealism
75370,body/gender-switch
75374,Best devil ever
75386,Bella Lugosi
75389,Cons
75392,Paul Newman
75395,Robert Redford
75397,Nina Simone - Sinnerman
75402,Irishmen
75404,Mafia
75406,Willem Dafoe
75408,George Burns
75414,Old school
75416,Walter Matthau
75421,slow
75423,stupid comedy
75425,Great Soundtrack
75428,Oaxaca
75434,life reflection
75436,dork people
75438,family affair
75440,little town
75443,BOPE
75446,Drugs
75803,Favelas
75805,Latin America
75808,War
75813,Fanatism
75816,Mist
75818,Survival
75820,steampunk
75823,complot
75825,magnicide
75831,salamanca
75927,secret_service
75929,spain
75938,choir
75940,curious
75947,documentary
75950,funny
75962,music
75977,old people
75979,queer
75981,animation
75983,comedy
75985,fat hero
75990,kids
75992,Kung Fu
75994,gruesome ending
76022,history
76030,story
76032,Belgium
76034,Brussels
76049,hostages
76051,post
76054,video store
76056,Friendship
76060,Kids
76063,acting
76066,cranky
76077,friendship
76079,old guy
76082,patriotic
76085,premise
76087,aliens
76089,low budget
76091,supermarket
76093,aliens
76108,easy fix
76111,plot holes
76117,pseduscience
76119,acting
76121,sentience
76127,Ending
76130,Pride
76132,cheesy bad
76134,fighting girls
76137,fights
76143,predictable
76145,Capra-esque
76147,Civil War
76149,baseball
76151,Comic Book adaption
76153,books
76156,abrubt end
76158,predictable
76169,far too long
76171,plot makes no sense
76173,memory
76175,dystopia
76182,IMAX Digital only
76185,IMAX DMR
76187,plot holes
76189,post-apocalyptic
76208,Keanu Reeves
76210,plot twists
76217,fake imdb rating
76238,plot holes
76241,Hong Kong
76244,urbane
76251,wong kar wai
76255,history
76258,animation
76269,beautiful
76272,Christmas
76277,classic
76279,halloween
76288,humorous
76291,Tim Burton
76293,beautiful
76298,Depp & Burton
76301,gothic
76303,Johnny Depp
76312,Tim Burton
76317,beautifully filmed
76533,inspirational
76680,Paris
76692,surreal
76695,british
76699,christmas
76701,directorial debut
76709,great soundtrack
76711,Hugh Grant
76714,Keira Knightley
76716,London
76718,multiple storylines
76720,Romance
76722,Jim Carrey
76729,memory
76731,Johnny Depp
76736,roald dahl
76738,Tim Burton
76743,Cate Blanchett
76747,black comedy
76751,Tim Burton
76753,Elijah Wood
76755,Maggie Gyllenhaal
76758,Natalie Portman
76763,Paris
76770,fashion
76772,New York City
76776,Sarah Jessica Parker
76778,wedding
76808,India
76811,music
76814,poverty
76816,romance
76818,visuals
76823,humor
76827,inspiring
76829,music
76832,romance
76836,based on a TV show
76860,Sarah Jessica Parker
76862,prison
76864,prison escape
76866,stephen king
76873,war
77141,visually appealing
77143,homage
77146,writers
77149,anti-climatic ending
77154,foriegn
77156,zombies
77162,swedish
77177,asperger's syndrome
77179,autism
77181,biopic
77184,inspirational
77189,homage
77191,high school
77201,shakespeare
77204,teens
77206,camp
77208,character development
77210,insanity
77212,foreign language
77217,happy ending
77223,subtitles
77229,confusing plot
77231,slow paced
77233,Morgan Freeman
77238,Hitchcock
77240,Christopher Guest
77259,Too Hollywood
77264,Kevin Smith
77266,adventure
77281,fantasy
77291,Harrison Ford
77293,jedi
77296,sword fight
77298,apocalypse
77300,Arnold Schwarzenegger
77303,boba fett
77307,Harrison Ford
77312,jedi
77316,Star Wars
77318,family
77326,secrets
77328,American roots music
77330,bluegrass
77332,Coen Brothers
77336,odyssey
77339,adventure
77342,fantasy
77344,fantasy world
77349,Hayao Miyazaki
77351,post-apocalyptic
77353,book was better
77355,Dakota Fanning
77357,H.G. Wells
77359,Steven Spielberg
77362,Tom Cruise
77364,Johnny Cash
77370,music
77412,true story
77414,blues
77416,chess label
77421,chicago
77427,chuck berry
77433,etta james
77435,little walter
77444,muddy waters
77449,mutation
77451,smart humor
77455,dark comedy
77463,twist ending
77468,best disney movie
77470,awesome
77479,beautiful
77481,nostalgia
77491,classic
77493,old graet
77496,credits
77509,Kevin Spacey
77517,Morgan Freeman
77538,predictable
77540,Crime
77550,ensemble cast
77561,great ending
77596,heist
77613,Kevin Spacey
77615,organized crime
77629,suspense
77658,twist ending
77665,poetry
77667,conversation
77672,high school
77680,NBA
77682,aliens
77688,family movie
77707,good versus evil
77709,heroic journey
77711,joseph campbell's study of mythology influenced
77715,quotable
77719,robots
77721,sci-fi
77729,space
77731,Bruce Willis
77734,crime
77736,drugs
77738,gratuitous cursing
77742,multiple storylines
77744,nonlinear
77752,notable soundtrack
77770,Quentin Tarantino
77772,Samuel L. Jackson
77774,violence
77776,gambling
77778,poker
77780,adapted from:book
77783,androids
77788,based on a book
77795,dystopia
77798,existentialism
77800,future
77802,Philip K. Dick
77808,sci-fi
77810,stylized
77816,adaptation
77818,zombies
77820,Alfred Hitchcock
77829,claustrophobic
77831,Grace Kelly
77833,James Stewart
77835,obsession
77837,photographer
77841,tense
77843,Thelma Ritter
77846,thriller
77852,voyeurism
77854,black and white
77866,costumes
77875,farce
77881,great last line
77883,jazz
77891,Marilyn Monroe
77893,men in drag
77896,organized crime
77899,Quotable
77907,romantic comedy
77910,Humphrey Bogart
77917,nazi villains
77919,quotable
77921,based on a book
77931,dreamlike
77941,fantasy
77944,heartwarming
77947,Highly quotable
77951,witches
77966,Amazing Cinematography
77968,atmospheric
77979,Biography
77981,biopic
77983,enigmatic
77985,Highly quotable
77990,mystery
78000,Orson Welles
78003,poignant
78006,Rosebud
78009,alternate universe
78011,angels
78014,inspirational
78016,James Stewart
78019,propaganda
78022,World War II
78025,zuzu's petals
78030,courtroom drama
78032,Gerard Depardieu
78034,identity
78037,medieval
78039,dark comedy
78041,lavish
78043,LOVERS ON THE LAM
78045,Peter Greenaway
78054,sexual
78057,stylized
78059,action
78062,archaeology
78064,biblical
78066,good versus evil
78068,Harrison Ford
78071,homage
78073,indiana jones
78081,nazi villains
78084,Quotable
78086,World War II
78088,black comedy
78090,dreamlike
78093,dystopia
78095,quirky
78097,satire
78099,sci-fi
78101,Terry Gilliam
78103,thought-provoking
78105,atmospheric
78111,based on true story
78116,Biography
78122,Biopic
78124,cinematography
78128,epic
78130,History
78132,Middle East
78140,Peter O'Toole
78142,War
78145,World War I
78157,adapted from:book
78160,atmospheric
78162,bittersweet
78168,Brock Peters
78170,courtroom drama
78174,faithful to book
78181,Gregory Peck
78184,lawyer
78186,morality
78192,nostalgic
78196,race issues
78207,racism
78209,Robert Duvall
78211,atmospheric
78218,elegiac
78222,morricone score
78224,sweeping
78235,western
78245,confidence game
78247,gambling
78249,Paul Newman
78251,poker
78264,Robert Redford
78266,scam
78268,zombies
78270,WWII
78272,Angela Lansbury
78276,assassination
78278,Cold War
78290,Communism
78295,Frank Sinatra
78308,good acting
78313,mind control
78316,thriller
78319,WWII
78321,Best Performance:  Gene Wilder as Dr. Frederick Frankenstein
78329,black and white
78332,comedy
78335,farce
78337,Gene Wilder
78340,Madeline Kahn
78342,Marty Feldman
78344,Mel Brooks
78349,monster
78358,parody
78360,Peter Boyle
78366,Quotable
78370,spoof
78376,Adolf Hitler
78379,amnesia
78381,anti-war
78405,black and white
78408,Charlie Chaplin
78410,Nazi Germany
78413,political
78416,propaganda
78418,satire
78420,World War II
78422,Best Performance:  Peter Sellers as Chance the Gardener
78438,Peter Sellers
78442,political satire
78445,satire
78459,comedy
78461,deadpan
78463,Holly Hunter
78465,kidnapping
78467,Nicolas Cage
78469,quirky
78483,anti-war
78488,based on a book
78490,literary adaptation
78499,war
78517,World War I
78519,Good Book Bad Movie
78528,Political
78534,Politics
78536,Amazing Cinematography
78539,atmospheric
78544,samurai
78557,toshiro mifune
78574,dystopia
78579,George Orwell
78583,heist
78585,date movie
78606,great soundtrack
78612,Gay Lead Character
78614,long takes
78618,murder
78620,Broadway
78622,fraud
78626,affectionate
78629,Best Performance:  Giulietta Masina as Cabria
78631,bittersweet
78633,compassionate
78635,Federico Fellini
78637,Giulietta Masina
78640,H with an H of G
78642,PROSTITUTES
78646,Brazil
78649,compassionate
78651,heartwarming
78653,letters
78655,Rio de Janeiro
78658,South America
78666,UNLIKELY FRIENDSHIPS
78669,biopic
78673,classical music
78677,music
78679,childhood
78681,France
78684,Francois Truffaut
78690,lyrical
78696,new wave
78698,Paris
78701,reflective
78703,runaway
78713,farce
78715,screwball
78717,don't touch it it's evil
78721,Akira Kurosawa
78723,samurai
78727,sword fighting
78729,tense
78737,Toshiro Mifune
78739,H with an H of G
78742,Erich von Stroheim
78746,lyrical
78748,prison escape
78757,prisoners of war
78759,war
78765,World War I
78772,adapted from:play
78774,Alan Cumming
78776,anachronistic
78827,Julie Taymor
78829,Shakespeare
78832,visually appealing
78834,based on a book
78836,desert
78838,haunting
78856,metaphor
78858,sand
78860,TRAPPED OR CONFINED
78873,bureaucracy
78885,childhood
78893,China
78895,great performance by young actor
78898,moving
78903,rural
78905,school
78909,shy person
78913,teacher
78916,basketball
78919,David and Goliath
78921,sports
78934,dialogue
78941,film noir
78944,fraud
78946,murder
78949,snappy dialog
78951,great writing
78955,i'm as mad as hell and i'm not going to take it any more
78957,journalism
78959,Peter Finch
78961,satire
78965,television
78967,The Media
78974,war
78976,WWII
78978,New York City
78980,adapted from:TV series
78982,great chase scenes
78984,quest
78986,aliens
78991,black comedy
78993,BOUNTY HUNTERS
79003,drugs
79006,Joe Morton
79008,John Sayles
79010,metaphor
79022,New York City
79029,race issues
79031,speechless
79035,mockumentary
79038,amazing photography
79043,china
79045,Kick-Butt Women
79057,martial arts
79060,sword fighting
79063,wuxia
79065,con men
79067,confidence game
79073,David Mamet
79077,poker
79081,twists & turns
79083,costume drama
79091,France
79094,Louis XIV
79104,backwards
79106,investigation
79109,memory
79111,mystery
79124,nonlinear
79127,psychological
79132,short-term memory loss
79134,stylized
79136,tense
79139,twist ending
79158,Atmospheric
79163,David Lynch
79166,disturbing
79185,dreamlike
79187,hallucinatory
79191,lesbian
79195,Los Angeles
79197,movie business
79203,nonlinear
79207,scary
79213,stylized
79220,surreal
79222,dreams
79224,deadpan
79226,French New Wave
79228,Jean-Luc Godard
79230,LOVERS ON THE LAM
79232,Neo-Noir
79234,Paris
79236,Spoof
79238,great soundtrack
79242,space opera
79244,faithful to book
79247,fantasy
79249,good versus evil
79251,high fantasy
79254,joseph campbell's study of mythology influenced
79259,magic
79274,18th century
79276,atmospheric
79278,Beast Of GÃ©vaudan
79281,courtesan
79283,lavish
79285,martial arts
79287,Monster movie
79293,stylized
79299,wuxia
79303,RomCom
79311,adaptation
79318,Oscar Wilde
79321,play adaptation
79327,adaptation
79329,Oscar Wilde
79333,play adaptation
79335,caper movie
79337,Ealing
79339,dreamlike
79344,fantasy
79346,Allegory
79348,Biography
79357,France
79363,French Revolution
79368,GÃ©rard Depardieu
79388,History
79395,passionate
79397,adapted from B'way
79400,based on a play
79402,courtroom
79410,jazz
79424,murder
79428,musical
79430,prison
79458,stylized
79461,espionage
79463,great chase scenes
79467,heist
79469,San Francisco
79471,Screwball Comedy
79473,subgenre:screwball
79475,pirates
79477,soccer
79494,immigration
79496,nonlinear
79498,Akira Kurosawa
79501,cathartic
79505,lyrical
79507,meaning of life
79515,philosophical
79519,poignant
79521,purposefulness
79523,terminal illness
79525,JFK
79528,rock and roll
79533,1940's
79536,atmospheric
79539,dreamlike
79541,Germany
79543,Lars von Trier
79545,stylized
79547,trains
79551,World War II
79553,Best Performance:  Maria Falconetti as Joan of Arc
79561,forceful
79565,French
79568,historical
79570,new score
79572,passionate
79575,restored
79578,saint
79580,silent
79588,caper movie
79590,Remake
79592,austere
79594,breathtaking
79596,cult film
79599,disturbing
79601,drama
79603,James Caan
79607,Lars von Trier
79610,narrated
79617,Nicole Kidman
79627,philosophy
79633,political
79636,small towns
79638,social control
79640,adaptation
79642,Jane Austen
79644,1970s
79647,Coney Island
79651,gangs
79653,gritty
79656,New York City
79663,tense
79667,The Bronx
79677,Early CGI
79681,superhero
79684,Paris
79686,Buddy movie
79688,race issues
79692,road trip
79695,Zombies
79702,detective
79709,existentialism
79711,philosophy
79718,secret societies
79720,divorce
79723,play adaptation
79725,Gilbert & Sullivan
79731,operetta
79736,spies
79739,spying
79741,funny
79760,geeks
79765,great dialogue
79767,Judd Apatow
79769,Los Angeles
79771,salespeople
79773,sex comedy
79775,Steve Carell
79794,supporting characters
79796,virginity
79798,Slavery
79800,adaptation
79802,Jane Austen
79805,dystopia
79807,setting:Paris
79809,Adaptation
79824,politics
79828,BDSM
79830,Biopic
79832,Bondage
79835,11-Sep
79838,stage magic
79842,great villain
79844,adultery
79846,sequel
79848,cameo: John Waters
79850,civil rights
79855,pirates
79860,hackers
79863,buddie movie
79866,high school
79868,HIGH SCHOOL LIFE
79870,highschool
79872,virginity
79874,fairy tale
79879,fantasy
79882,stylized animation
79884,adaptation
79895,witches
79897,cannibalism
79901,gothic
79910,setting:London
79912,adapted from:comic
79914,author:Alan Moore
79916,comics
79918,When bad movies happen to good comics
79920,stupid criminals
79923,Amateur Porn
79925,Bechdel Test:Fail
79927,Elizabeth Banks
79929,Kevin Smith
79936,plot:romance during porno shoot
79946,Seth Rogen
79953,Sex Comedy
79955,007 (series)
79972,Daniel Craig
79974,James Bond
79977,Judi Dench
79980,SequelTo:Casino Royale[2006]
79987,vengeance
79994,adaptation
79996,animation
80004,betrayal
80014,Boldo
80020,mice
80022,plucky hero
80026,rats
80033,too many notes
80038,alien invasion
80041,all the best parts are in the trailer
80044,animation
80049,monsters
80054,snarky
80072,cloning
80074,twist ending
80076,animation
80083,fantasy
80086,Ireland
80094,magic
80097,medieval
80100,monks
80102,stylized
80104,vikings
80107,whimsical
80109,1980s
80111,Christian allegory
80122,dragons
80124,sword and sorcery
80126,talking animals
80129,cowboys
80132,hallucinatory
80135,spaghetti western
80137,Nudity (Topless - Notable)
80139,animation
80141,family
80144,Tom Hanks
80146,Alan Rickman
80152,British
80154,costume drama
80158,action
80160,british
80162,historical
80164,History
80166,medieval
80179,sword fight
80181,controversial
80183,Justin Pierce
80185,Very interesting
80189,youth gone wild
80191,crude humor
80193,great dialogue
80195,Kevin Smith
80204,fantasy
80206,robots
80208,sci-fi
80210,sword fight
80214,Dumb
80217,goofy
80219,Jim Carrey
80222,Jim Carrey being Jim Carrey
80224,Stupid as Hell
80226,very dumb
80230,great soundtrack
80233,history
80235,Tom Hanks
80241,Harrison Ford
80243,prison escape
80247,tense
80258,thriller
80260,Tommy Lee Jones
80264,dinosaurs
80267,genetics
80269,sci-fi
80271,thriller
80281,animation
80283,kids and family
80285,addiction
80288,black comedy
80290,dark comedy
80292,drugs
80295,heroin
80311,dark comedy
80313,disturbing
80315,gritty
80321,organized crime
80324,Robert De Niro
80328,classic
80330,friendship
80337,nostalgic
80339,Stephen King
80344,Al Pacino
80346,based on a true story
80348,Mafia
80350,true story
80352,genius
80354,inspirational
80358,Matt Damon
80361,Oscar (Best Writing - Screenplay Written Directly for the Screen)
80363,seen more than once
80374,Cameron Diaz
80398,crude humor
80400,goofy
80402,black comedy
80405,dark comedy
80408,deadpan
80417,Reese Witherspoon
80419,satirical
80421,seen more than once
80424,Denzel Washington
80428,Julia Roberts
80430,lawyers
80432,murder investigations
80444,Denzel Washington
80447,excellent
80449,Al Pacino
80451,great acting
80454,one of the best movies ever
80456,Oscar (Best Actor)
80463,cocaine
80465,PenÃƒÂ©lope Cruz
80467,Bijou Phillips
80469,Nick Stahl
80472,true story
80476,mindfuck
80478,surreal
80480,Thriller
80487,Reese Witherspoon
80489,martial arts
80491,Tarantino
80494,Uma Thurman
80498,FIRST LOVE
80500,life choices
80502,Rachel McAdams
80505,The most romantic
80549,19th century
80551,Reese Witherspoon
80553,anthropology
80557,cult film
80560,Ellen Page
80566,great soundtrack
80568,Jason Reitman
80570,Michael Cera
80572,notable soundtrack
80574,witty
80582,dragon
80584,video game adaptation
80586,heath ledger
80588,script
80590,prison
80592,torture
80596,Prison
80599,torture
80611,Matt Damon
80615,Hugo Weaving
80617,Natalie Portman
80619,Jack Black
80622,Oscar (Best Picture)
80639,absolute favorite
80641,quirky
80646,Christina Ricci
80648,glen close
80650,elizabeth shue
80653,Kevin Bacon
80655,Lindsay Lohan
80659,overrated
80661,Not available from Netflix
80667,Not available from Netflix
80677,not available from Netflix
80680,not available from Netflix
80683,not available from Netflix
80693,Not available from Netflix
80701,Not available from Netflix
80713,Not available from Netflix
80715,Not available from Netflix
80717,For kids
80719,Not available from Netflix
80722,Not available from Netflix
80725,Comedy??
80727,Not available from Netflix
80729,Not available from Netflix
80731,Not available from Netflix
80733,Not available from Netflix
80736,Not available from Netflix
80738,Not available from Netflix
80740,Not available from Netflix
80742,Not available from Netflix
80744,Not available from Netflix
80746,Nonlinear Surrealism
80748,Not available from Netflix
80759,Not available from Netflix
80761,Not available from Netflix
80763,not available from Netflix
80768,not available from Netflix
80775,not available from Netflix
80777,not available from Netflix
80779,not available from Netflix
80787,not available from Netflix
80789,not available from Netflix
80792,not available from Netflix
80797,Not available from Netflix
80799,Not available from Netflix
80806,Not available from Netflix
80808,Not available from Netflix
80810,touching
80812,not available from Netflix
80816,Not available from Netflix
80818,Not available from Netflix
80820,Not available from Netflix
80825,not available from Netflix
80827,Waste of time
80831,Not available from Netflix
80834,not available from Netflix
80836,giddyup
80839,Not available from Netflix
80844,not available from Netflix
80846,Not available from Netflix
80848,not available from Netflix
80858,not available from Netflix
80860,Not available from Netflix
80862,not available from Netflix
80864,not available from Netflix
80866,not available from Netflix
80870,not available from Netflix
80880,not available from Netflix
80891,not available from Netflix
80893,not available from Netflix
80899,not available from Netflix
80901,not available from Netflix
80903,not available from Netflix
80906,Not available from Netflix
80908,Not available from Netflix
80917,not available from Netflix
80924,Not available from Netflix
80926,Not available from Netflix
80928,not available from Netflix
80933,not available from Netflix
80939,not available from Netflix
80941,not available from Netflix
80947,not available from Netflix
80950,not available from Netflix
80952,not available from Netflix
80954,not available from Netflix
80967,not available from Netflix
80969,not available from netflix
80972,not available from Netflix
80980,not available from Netflix
80984,dumb
80986,horrible
80990,lack of story
81000,dark comedy
81014,satire
81018,Stanley Kubrick
81020,Arthur C. Clarke
81027,sci-fi
81029,Stanley Kubrick
81031,so bad it's good
81041,psychedelic
81046,surreal
81049,The Beatles
81051,Johnny Depp
81054,Keira Knightley
81059,Hayao Miyazaki
81061,Studio Ghibli
81064,Aesop ending
81067,politics
81069,sci-fi
81072,absurd
81075,douglas adams
81080,hollywoodization
81083,sci-fi
81085,Zooey Deschanel
81087,Firefly
81090,joss whedon
81092,Natalie Portman
81094,Stephen Fry
81100,Rowan Atkinson
81102,british comedy
81104,Hugh Laurie
81107,Rowan Atkinson
81109,Stephen Fry
81111,ennui
81117,neo Nazi
81123,dumb
81125,horrible
81130,unwatchable
81132,family drama
81138,sad
81140,self-referential
81142,dirty
81145,great actors
81147,complicated
81150,dystopia
81152,post-apocalyptic
81156,psychology
81158,sci-fi
81162,time travel
81164,biblical
81172,Brad Pitt
81180,detective
81182,Morgan Freeman
81184,mystery
81191,powerful ending
81193,serial killer
81195,astronauts
81198,based on a true story
81200,space program
81204,Tom Hanks
81214,classic
81216,friendship
81225,inspirational
81229,Morgan Freeman
81238,prison escape
81243,reflective
81248,brilliant ending
81250,crime gone awry
81257,kidnapping
81270,black comedy
81274,imdb top 250
81276,alien invasion
81281,aliens
81305,apocalypse
81312,sci-fi
81314,Will Smith
81316,based on a biography
81322,Daniel Day-Lewis
81324,overcoming prejudice
81328,based on a book
81330,classic
81333,emotional
81347,Jack Nicholson
81349,aliens
81351,androids
81355,military
81357,controversial
81359,cult film
81362,disturbing
81364,dystopia
81366,psychology
81371,Stanley Kubrick
81381,aliens
81383,androids
81385,classic
81387,space
81389,cult film
81391,Horror
81393,paranormal
81396,first contact
81398,future
81403,sci-fi
81405,space travel
81411,dark comedy
81413,dreamlike
81415,dystopia
81417,Jim Carrey
81424,paranoia
81427,social commentary
81429,voyeurism
81432,disturbing
81435,Neo-Nazis
81441,powerful ending
81443,thought-provoking
81445,Action
81447,artificial intelligence
81451,dystopia
81453,philosophical
81456,scifi cult
81495,adapted from:play
81497,cult classic
81499,great soundtrack
81501,atmospheric
81512,Dark
81516,Fantasy
81518,gothic
81520,horror
81524,visually appealing
81535,aliens
